JobTitle,Company,Location,Summary,Salary
Commercial Development Representative,S&P Global,"Ahmedabad, Gujarat",Monitor and manager day-to-day time and priorities to deliver results. The Role : You will be the first impression of Market Intelligence.,
Manager Consultant - Purchase to Pay (Team Leader - Supply Chain),Siemens Technology and Services Private Limited,"Bengaluru, Karnataka","What part will you play? Functional Shared Services is an international cross-function unit with three elements: Regions (customer-facing organizations),…",
Software Engineering Manager,Salesforce,"Hyderabad, Telangana","As an engineering manager, you will focus on developing the team around you. The Salesforce Sales Cloud engineering is seeking an engineer manager to lead our…",
Principal Solution Engineer- FINS,Salesforce,"Mumbai, Maharashtra",The ability to confidently present and articulate the business value of the Salesforce applications and platform to managers and executives of all levels.,
Business Development Excutive,Business Development Manager,"Asansol, West Bengal","Proven working experience as a business development manager, sales executive or a relevant role. Published on : 27 days ago.","₹20,000 - ₹30,000 a month"
Associate Manager,IHS Markit,"Gurgaon, Haryana","IHS Markit’s Platforms and Regulatory Compliance brings together solutions that help customers comply with regulatory requirements while reducing the risk, cost…",
"Field Coordinator, Admin. and Finance",ChildFund India,"Hyderabad, Telangana","Reporting To: Sr. Officer, Project. Travel:Extensive/ As per job requirement. ROLE SUMMARY: Coordinator, Admin. and Finance will be responsible for handling all…","₹3,01,788 a year"
Senior Analyst - Cloud Upgrade Services,Calypso,"Mumbai, Maharashtra",Customer Success contributes to our efforts to enhance and transform the Calypso customer experience via a client-centric approach (building and maintaining…,
"Senior Manager, Deal Desk",Whatfix,"Bengaluru, Karnataka",Whatfix is disrupting the way Application Support and Learning content is consumed by providing Contextual and Interactive WalkThroughs inside enterprise…,
Software Engineer Senior,Akamai,"Bengaluru, Karnataka",Are you a software developer who loves solving complex problems? Would developing the enterprise level applications excite you?,
Lead Member Technical Staff — Digital Delivery,Salesforce,"Hyderabad, Telangana","Experience in salesforce Lightening Web Component (LWC). Work closely with a team of engineers, product managers, user experience experts to build new features…",
Regional Partnership Manager,skilora,Remote,"Pear Deck is an Ed Tech startup headquartered in Iowa City, Iowa, with remote team members around the country. Management of a travel and entertainment budget.",
Senior Developer,Traction on Demand,"Jaipur, Rajasthan",Working closely with clients and project managers to determine project requirements. Jaipur | Business Technology |. Here’s what we mean by that:,
"Lead, QA",Hudson's Bay Company,"Bengaluru, Karnataka",Strong experience working on salesforce e-commerce cloud or similar platform. This role requires the individual to work closely with offshore QA manager and/or…,
Client Account Growth Manager,DEALSINSIGHT,"Chennai, Tamil Nadu",We are hunting for an extraordinary ‘Key Account Growth Manager’ who will responsible for maintaining relationships with clients and driving sales through…,
Adobe Experience Manager AEM- Chennai Location,Diverse Lynx India,"Chennai, Tamil Nadu",How to fetch data from 3rd party tool (SharePoint/ salesforce). You can look for 4 to 10 yrs of experience range and PAN India profiles.,
Maximo Jobs in Mumbai,ICS Consultancy Services,"Hyderabad, Telangana","Roles and responsibilities for Maximo Jobs in Mumbai. : Role : Application Lead Role Description : Lead the effort to design, build and configure applications,…","₹10,00,000 - ₹25,00,000 a year"
APAC Business Development Data Analyst,Cepheid,"Kolkata, West Bengal","The APAC Data Analyst, reporting to the APAC BDM, is in charge of collecting, organizing and interpreting data to make it useful for specific Business…",
"PRODUCTION OPERATIONS LEAD, OMS & SFCC",Ralph Lauren,"Bengaluru, Karnataka","Work closely with the developers, release managers, and first-level service desk support team to facilitate acceptance and release of new systems and features.",
Team Leader - Customer Service Operations,Prometric,"Gurgaon, Haryana","Team Leader - Customer Service Operations. Gurugram, Haryana, India Req #2002. The Operational Services Supervisor at Prometric supervises a team of Operation…",
Renewal Account Manager,skilora,Remote,Renewal Account Manager to be responsible for managing a comprehensive range of next generation Cyber Security renewals across various countries within the APAC…,
"Senior Manager,Software Engineering",Salesforce,"Hyderabad, Telangana","To get the best candidate experience, please consider applying for a maximum of 3 roles within 12 months to ensure you are not duplicating efforts.",
Business Development Manager,Sheela Infotech,"Gurgaon, Haryana","Proven working experience as a business development manager, sales executive or a relevant role. We are looking for an ambitious and energetic Business…",
Team Lead- Customer Success,BrowserStack,"Mumbai, Maharashtra","BrowserStack is a leading cloud platform for testing software applications and Internet sites. Since our founding in India in 2011, we have experienced…",
MuleSoft Developer/Administrator,nVent,"Mumbai, Maharashtra",We’re looking for people who put their innovation to work to advance our success – and their own. Join an organization that ensures a more secure world through…,
"Senior Advisor, Project/Program Management(RPA Developer)",Dell Technologies,"Gurgaon, Haryana",Project Management Senior Advisor (RPA Developer). Innovative projects that deliver cutting edge results do not run themselves. Experience with AA/UI Path.,
Lead Member Technical Staff — Digital Delivery,Salesforce,"Hyderabad, Telangana","Experience in salesforce Lightening Web Component (LWC). Work closely with a team of engineers, product managers, user experience experts to build new features…",
Development Manager - Vlocity,Corporate Resources,"Bengaluru, Karnataka",Manage a delivery team to ensure timely and accurate customer deliveries. Oversee daily activities of the delivery team and provide direction and guidance as…,
Engineering Manager - Backend,Happay,"Bengaluru, Karnataka",Customer-centric platforms with integrations into salesforce and other mid-office workflows. Happay is a fast growing Indian FinTech company based out of…,
Marketing Manager,Phenom People,"Hyderabad, Telangana","We’re looking for a Marketing Manager/ Demand Generation Manager to join our growing team. In this role, you’ll play a critical role in developing the lead…",
Partner Enablement Architect,TRICENTIS,"Pune, Maharashtra","Founded in 2007, Tricentis has been making waves worldwide as an innovative and cutting-edge continuous testing company. Hands on support to Tricentis Partners.",
Sr. Software Engineer - MS Dynamics CRM,Visa,"Bengaluru, Karnataka","Guiding projects along through daily communications with the customer or project manager. As the world's leader in digital payments technology, Visa's mission…",
"Associate, US Operations",TeachForIndia,"Mumbai, Maharashtra","Given that the manager for this role will be based out of the US, this will involve office hours that may vary from the regular Indian office hours.",
Lead Technical Writer,Epsilon India,"Bengaluru, Karnataka","You will work collaboratively with developers, quality engineers, product managers, and usability experts to make our products easier to use.",
"Associate Product Manager – Analyst Relations, Market and Competitive Analysis",Saviynt,"Bengaluru, Karnataka","Saviynt is a leading provider of Cloud Security and Identity Governance solutions. Saviynt enables enterprises to secure applications, data, and infrastructure…",
